Date,close,high,low,open,volume
2024-01-02,27.692338943481445,27.772968225754337,27.41380498161671,27.443122432880106,24043800
2024-01-03,28.557260513305664,28.674538681478356,27.611703709589026,27.706993095020614,52300200
2024-01-04,28.315378189086914,28.84312859764294,28.22741745755062,28.67454138973023,45344900
2024-01-05,28.381351470947266,28.68920568773943,28.154123742267746,28.491298207173283,35783700
2024-01-08,28.168781280517578,28.168781280517578,27.567730230031803,28.132132371806495,35158100
2024-01-09,27.92689323425293,28.403337432214027,27.87558420322727,28.344696941823287,27279000
2024-01-10,27.670345306396484,28.051500067344964,27.494426648984803,27.92689043581748,27382000
2024-01-11,27.9049015045166,27.963541988720902,27.633696255402178,27.83893235785286,26564400
2024-01-12,27.97820281982422,28.388677872297848,27.97820281982422,28.22009065328168,24479500
2024-01-15,28.278732299804688,28.30804975064606,27.75097903880284,27.846268443402096,13818300
2024-01-16,27.92689323425293,28.4326576774094,27.912235907787725,28.30071937016271,31277700
2024-01-17,27.765636444091797,27.96354389759276,27.721656077936345,27.831605595258782,27577300
2024-01-18,27.655689239501953,27.956214776364984,27.53108238583971,27.956214776364984,22987200
2024-01-19,27.50908851623535,27.780296580131964,27.289192277612127,27.714327428931757,31745200
2024-01-22,27.633699417114258,27.71432869405428,27.28919352332779,27.487100985962623,22753700
2024-01-23,27.97820281982422,28.124801252574265,27.435792253621337,27.736317782499295,32498500
2024-01-24,27.765636444091797,28.249409287272247,27.68500717087299,28.0661619558231,25415300
2024-01-25,28.79181671142578,28.79181671142578,27.948880755522637,28.044167344364684,48655300
2024-01-26,29.29025650024414,29.385545907592512,28.520618169834005,28.659885152779527,41378200
2024-01-29,29.737377166748047,29.752037289018194,29.194966623414725,29.319573468512342,30547500
2024-01-30,29.55413055419922,29.861987537124463,29.356223092918523,29.44418103255467,34829000
2024-01-31,29.87664794921875,30.228485336365353,29.451515533626832,29.488164445915878,57978900
2024-02-01,30.470369338989258,30.697597061123382,29.81067775610482,29.89130703802766,61629200
2024-02-02,30.07455062866211,30.62429261361381,30.067221965827645,30.477696987865887,36485600
2024-02-05,30.206491470336914,30.550997371322634,30.001255340115243,30.059893036121764,27703000
2024-02-06,30.485027313232422,31.042097991399007,30.250470943885176,30.38240925115956,35474600
2024-02-07,30.932153701782227,30.932153701782227,30.36042005986238,30.433720678638107,30648100
2024-02-08,30.68292808532715,31.115391821309743,30.68292808532715,31.00544232383903,25589100
2024-02-09,30.272457122802734,31.02743799299808,30.272457122802734,30.88816823835031,30388000
2024-02-14,30.04523468017578,30.345760201764243,29.949945281779694,30.125861159906737,18315300
2024-02-15,31.005451202392578,31.005451202392578,29.94261600831149,30.059894201001857,33246400
2024-02-16,31.291316986083984,31.437915427684345,30.829535669822,30.851524457415607,37268900
2024-02-19,31.44524383544922,31.47456128401747,31.196027347758264,31.342622978996822,12826700
2024-02-20,31.115392684936523,31.38659791112471,30.85884478242818,31.349949009661216,42375400
2024-02-21,31.15937614440918,31.31330603349453,30.88084220367517,31.115398572784063,20873800
2024-02-22,30.924823760986328,31.283989820299265,30.638958324049934,31.276658359995192,32162800
2024-02-23,30.712255477905273,30.961471973574294,30.49968789121912,30.88817135947604,43924500
2024-02-26,31.291316986083984,31.320637233630595,30.660948440628033,30.712257475768254,25885700
2024-02-27,31.247339248657227,31.38660622958149,31.06409189664139,31.298648283531044,27678100
2024-02-28,29.634754180908203,31.474555879935306,29.194961770438635,31.166701751833,112322000
2024-02-29,29.422195434570312,30.22848548968264,29.209627827629834,29.75204123911023,61899800
2024-03-01,29.451515197753906,29.942616768318562,29.422194949803934,29.576122057342165,31248500
2024-03-04,29.378217697143555,29.86931927310985,29.334237324734858,29.5174846822386,21988000
2024-03-05,29.29025650024414,29.590782050066487,29.03371132215167,29.392874571481126,30293300
2024-03-06,29.935285568237305,29.9352855682373,29.400203671080593,29.466172825312654,45481000
2024-03-07,29.605440139770508,30.008583733129626,29.524810861872176,29.788687481854883,50199800
2024-03-08,26.900707244873047,27.164583834129754,25.727922714413484,26.31431637770937,230369800
2024-03-11,26.131071090698242,27.663018923216544,25.87452314400656,26.1457284169024,127528700
2024-03-12,26.988670349121094,27.289195900905682,26.50489744146462,26.644164425319463,76139100
2024-03-13,26.666154861450195,27.362495343013347,26.614845827705476,27.04730968079142,45140600
2024-03-14,26.54888153076172,27.061971962137907,26.4975724876241,26.93003641987913,39983400
2024-03-15,26.622169494628906,26.71745888061257,26.34363279505549,26.607509374005875,59362500
2024-03-18,26.636837005615234,26.915373782468397,26.021125749279918,26.68814604396544,35326100
2024-03-19,26.438926696777344,27.01065751806607,26.065103343503772,26.67348307454362,48540800
2024-03-20,26.900707244873047,26.930027487264283,26.248347230395197,26.556201387106544,39017900
2024-03-21,26.1677188873291,27.164584794828468,26.153058765615018,27.01065491489672,47220200
2024-03-22,26.424266815185547,26.548876464837473,25.969814178625967,26.3143200849272,34426800
2024-03-25,26.827409744262695,26.995999759461093,26.504895429023552,26.51955555191613,26951500
2024-03-26,26.57819175720215,26.878717269319214,26.51222260595048,26.878717269319214,24837800
2024-03-27,26.7907657623291,26.87139505500098,26.475580052502508,26.592858261079865,19995700
2024-03-28,27.384479522705078,27.501757693837625,26.732119521022028,26.75410830431808,31958200
2024-04-01,27.597047805786133,27.641025373532155,27.274530729610067,27.487098294156613,23697800
2024-04-02,28.308048248291016,28.33003983042073,27.685008411888326,27.721657320594513,45930700
2024-04-03,28.161449432373047,28.59391325991238,28.014853799552228,28.36668835136063,31437200
2024-04-04,27.83893585205078,28.938419903693223,27.43579225900839,28.198101872552293,165566800
2024-04-05,27.92689323425293,28.27139912496734,27.245212912189196,27.780297600541036,65469200
2024-04-08,28.315378189086914,28.630563820094434,27.655686683226445,27.875582919802486,36384400
2024-04-09,28.388683319091797,28.68920890563009,27.89758169070635,28.513292989483958,36989300
2024-04-10,29.01905059814453,29.121668667259435,28.33737022915818,28.38867926371563,55821500
2024-04-11,28.806482315063477,29.143656761604205,28.733184494905096,29.02637857167123,33195300
2024-04-12,28.542600631713867,29.356219153530976,28.366684776048178,29.11433415295763,39613500
2024-04-15,28.813814163208008,28.916432231266214,28.31538115024016,28.542606073474005,28692000
2024-04-16,28.945751190185547,29.107006948759096,28.54993626288839,28.593913835166397,37303000
2024-04-17,29.15831756591797,29.282927218456873,28.835803235102418,28.945752764040705,39221700
2024-04-18,29.20962905883789,29.752042493181424,29.063033402759068,29.319578597029917,45078800
2024-04-19,29.70805549621582,30.10387039011333,29.2022938847683,29.35622096701768,80546900
2024-04-22,30.419057846069336,30.485026999026594,29.70072862283058,29.87664449996163,51775500
2024-04-23,30.36041259765625,30.514342461184903,30.023238222559225,30.345755273636392,35456900
2024-04-24,30.22115135192871,30.778224838269196,30.206491229011064,30.455707726346006,45388300
2024-04-25,30.946813583374023,31.13738959843422,30.111206108798427,30.3457624947799,66372400
2024-04-26,31.383869171142578,31.481823952520976,30.946829533256054,31.11260358547904,31899100
2024-04-29,31.76062774658203,31.76062774658203,31.135209520465853,31.25577168913021,27886000
2024-04-30,31.662668228149414,31.805834896777544,31.36126138696226,31.647597598647188,36635400
2024-05-02,31.78322410583496,31.933927496632773,31.527029203807118,31.835969861449982,33244700
2024-05-03,31.378917694091797,32.008226057068946,31.032798844649108,32.008226057068946,45114200
2024-05-06,31.591310501098633,31.748638345383572,31.245191644294994,31.36318527692442,22977200
2024-05-07,31.976762771606445,31.976762771606445,31.46544804063455,31.583444671098515,23808600
2024-05-08,32.464473724365234,32.51167297285144,31.709303753258187,31.74076691813694,25352000
2024-05-09,32.77912521362305,32.91285491252515,32.20488121428721,32.299279707904674,27206400
2024-05-10,32.70833206176758,33.10951517184607,32.645399730347336,32.91285613732591,27968700
2024-05-13,32.73979949951172,33.01512398423929,32.653269032905314,32.834198008961856,18394300
2024-05-14,32.14982223510742,32.488076057807135,31.59131122582337,32.063291768726685,53613200
2024-05-15,30.206830978393555,30.529351697138793,29.49885720515819,29.57751962406037,131281100
2024-05-16,29.325796127319336,30.403489865400783,29.294332960392463,30.12816539914349,83168500
2024-05-17,28.861679077148438,29.435923102852833,28.720084330998997,29.380858812770136,67207900
2024-05-20,28.908878326416016,29.294331357777548,28.814482829241687,28.893145243423838,40400400
2024-05-21,28.85381317138672,29.17633386111138,28.767282717913016,28.940343624860425,27967400
2024-05-22,29.247129440307617,29.46738658054448,28.641419303877758,28.712216670493675,36528800
2024-05-23,28.95608139038086,29.664052213632207,28.767287370379677,29.45166006642306,47987800
2024-05-24,28.798748016357422,29.25499539260963,28.76728185226318,29.160599901105478,23684700
2024-05-27,29.1134033203125,29.16847061290815,28.861679986070307,28.88528111169097,13623300
2024-05-28,29.73484992980957,30.12030301628159,29.42806226954571,29.451660397018564,46437700
